,Unnamed: 0,pref,burden rate,real consumption,fiscal_year,adult_population,cons_per_1000adult,unempr,grp,pref2,suicide,liver_disease,liver_disease_rate,year,loony,suicide_per_1000adult,loony_per_1000adult,liver_disease_1000,liver_disease_per_1000,pref_id,over65,total_population,cons_per_1000,over65rate,suicide_per_1000,loony_per_1000,grp_per_1000
629,島根,島  根,0.373579215,4908.765,13,606,8.100272277,4.2,2444749,島  根,244,46,6,14,1.1,0.402640264,0.001815182,0.075907591,0.075907591,31,25.5,761,6.450413929,0.255,0.320630749,0.001445466,3212.547963
630,岡山,岡  山,0.377090256,9704.915,13,1547,6.273377505,4.5,7263587,岡  山,399,98,5,14,1.1,0.257918552,0.000711054,0.063348416,0.063348416,32,20.7,1953,4.969234511,0.207,0.204301075,0.000563236,3719.194572
631,広島,広  島,0.384588491,17607.73,13,2294,7.675557977,4.45,10378318,広  島,627,120,4,14,3,0.273321709,0.001307759,0.052310375,0.052310375,33,19.1,2879,6.115918722,0.191,0.217783953,0.001042028,3604.834317
632,山口,山  口,0.385629395,9342.08,13,1227,7.613757131,4.325,5561171,山  口,383,86,6,14,0.7,0.312143439,0.000570497,0.07008965,0.07008965,34,22.9,1524,6.129973753,0.229,0.251312336,0.000459318,3649.062336
633,徳島,徳  島,0.385411142,4073.545,13,660,6.172037879,5.175,2726286,徳  島,164,37,5,14,0.6,0.248484848,0.000909091,0.056060606,0.056060606,35,22.5,822,4.955650852,0.225,0.199513382,0.000729927,3316.649635
634,香川,香  川,0.384522283,5259.9,13,819,6.422344322,4.25,3716277,香  川,210,49,5,14,0.4,0.256410256,0.0004884,0.05982906,0.05982906,36,21.5,1022,5.14667319,0.215,0.205479452,0.000391389,3636.278865
635,愛媛,愛  媛,0.390369208,8141.62,13,1191,6.835952981,4.875,4996620,愛  媛,362,80,5,14,0.7,0.303946264,0.000587741,0.067170445,0.067170445,37,22,1491,5.460509725,0.22,0.242790074,0.000469484,3351.187123
636,高知,高  知,0.391143022,5419.34,13,657,8.248614916,5.75,2475171,高  知,235,40,5,14,0.5,0.357686454,0.000761035,0.060882801,0.060882801,38,24.1,813,6.665854859,0.241,0.289052891,0.000615006,3044.490775
637,福岡,福  岡,0.386265926,30937.86,13,3984,7.765527108,6.6,16914701,福  岡,1280,277,6,14,2.7,0.321285141,0.000677711,0.069528112,0.069528112,39,17.9,5032,6.14822337,0.179,0.254372019,0.000536566,3361.427067
638,佐賀,佐  賀,0.38019155,5061.735,13,678,7.465685841,4.9,2701887,佐  賀,232,43,5,14,0.4,0.342182891,0.000589971,0.063421829,0.063421829,40,20.9,876,5.778236301,0.209,0.264840183,0.000456621,3084.34589
639,長崎,長  崎,0.387860902,9274.11,13,1183,7.839484362,5.2,4279198,長  崎,368,99,7,14,1.3,0.311073542,0.001098901,0.083685545,0.083685545,41,21.4,1513,6.129616656,0.214,0.24322538,0.00085922,2828.286847
640,熊本,熊  本,0.393266094,11632.86,13,1461,7.962258727,5,5446095,熊  本,463,104,6,14,1.2,0.316906229,0.000821355,0.07118412,0.07118412,42,21.8,1860,6.254225806,0.218,0.248924731,0.000645161,2928.008065
641,大分,大  分,0.385595797,7902.14,13,972,8.129773663,4.75,4130820,大  分,316,53,4,14,0.6,0.325102881,0.000617284,0.054526749,0.054526749,43,22.4,1221,6.471859132,0.224,0.258804259,0.0004914,3383.144963
642,宮崎,宮  崎,0.384538001,8948.345,13,913,9.801035049,4.525,3361095,宮  崎,353,63,5,14,0.6,0.386637459,0.000657174,0.069003286,0.069003286,44,21.3,1169,7.654700599,0.213,0.301967494,0.000513259,2875.188195
643,鹿児島,鹿児島,0.391771695,12935.745,13,1395,9.272935484,4.325,5369825,鹿児島,453,120,7,14,1,0.324731183,0.000716846,0.086021505,0.086021505,45,23.1,1783,7.255044868,0.231,0.254066181,0.000560852,3011.679753
644,北海道,北海道,0.385960859,36785.98,12,4523,8.13309308,5.55,19376812.13,北海道,1335,235,4,13,5.1,0.295158081,0.00112757,0.051956666,0.051956666,0,18.2,5683,6.472986099,0.182,0.234911138,0.000897413,3409.609736
645,青森,青  森,0.384363018,10198.94,12,1161,8.78461671,5.4,4461631.048,青  森,423,82,6,13,0.7,0.364341085,0.000602929,0.070628768,0.070628768,1,19.5,1476,6.909850949,0.195,0.286585366,0.000474255,3022.785263
646,岩手,岩  手,0.379642679,9227.78,12,1119,8.246452189,3.675,4691259.727,岩  手,479,82,6,13,0.6,0.428060769,0.000536193,0.073279714,0.073279714,2,21.5,1416,6.516793785,0.215,0.338276836,0.000423729,3313.03653
647,宮城,宮  城,0.378036989,14123.47,12,1849,7.638436993,5.05,8346540.102,宮  城,550,80,3,13,1.2,0.297458085,0.000648999,0.043266631,0.043266631,3,17.3,2365,5.971868922,0.173,0.23255814,0.0005074,3529.192432
648,秋田,秋  田,0.373151731,8918.4,12,960,9.29,4.425,3667781.655,秋  田,438,57,5,13,0.9,0.45625,0.0009375,0.059375,0.059375,4,23.5,1189,7.500756939,0.235,0.368376787,0.000756939,3084.761695
649,山形,山  形,0.374476529,8213.875,12,987,8.322061803,3.325,3871237.945,山  形,317,58,5,13,1,0.321175279,0.001013171,0.058763931,0.058763931,5,23,1244,6.602793408,0.23,0.254823151,0.000803859,3111.927609
650,福島,福  島,0.373020178,13170.57,12,1653,7.967676951,4.15,7426084.189,福  島,514,127,6,13,2,0.310949788,0.001209921,0.076830006,0.076830006,6,20.3,2127,6.192087447,0.203,0.241654913,0.000940291,3491.341885
651,茨城,茨  城,0.383848111,16041.525,12,2341,6.852424178,4,11098780.96,茨  城,683,129,4,13,1.3,0.29175566,0.000555318,0.055104656,0.055104656,7,16.6,2986,5.372245479,0.166,0.228734092,0.000435365,3716.93937
652,栃木,栃  木,0.383352192,11053.41,12,1575,7.018038095,3.95,7533282.696,栃  木,510,60,3,13,0.9,0.323809524,0.000571429,0.038095238,0.038095238,8,17.2,2005,5.512922693,0.172,0.25436409,0.000448878,3757.248227
653,群馬,群  馬,0.381460001,10688.395,12,1597,6.692795867,3.8,7447782.834,群  馬,497,101,5,13,0.7,0.311208516,0.000438322,0.063243582,0.063243582,9,18.1,2025,5.278219753,0.181,0.245432099,0.000345679,3677.917449
654,埼玉,埼  玉,0.381119245,34401.19,12,5482,6.275299161,4.95,19398812.24,埼  玉,1438,271,4,13,2.1,0.262313024,0.000383072,0.049434513,0.049434513,10,12.8,6938,4.95837273,0.128,0.207264341,0.000302681,2796.023673
655,新潟,新  潟,0.365545608,18224.125,12,1964,9.279086049,3.85,8881341.759,新  潟,843,112,5,13,1.8,0.429226069,0.000916497,0.057026477,0.057026477,11,21.3,2476,7.360308966,0.213,0.340468498,0.000726979,3586.971631
656,長野,長  野,0.377657475,13180.91,12,1762,7.480652667,2.525,7949223.251,長  野,484,100,5,13,1,0.274687855,0.000567537,0.056753689,0.056753689,12,21.4,2215,5.950749436,0.214,0.218510158,0.000451467,3588.814109
657,千葉,千  葉,0.378481403,29459.02,12,4718,6.243963544,4.25,19288374.75,千  葉,1160,225,4,13,2.1,0.245866893,0.000445104,0.047689699,0.047689699,13,14.1,5926,4.971147486,0.141,0.195747553,0.000354371,3254.872553
658,東京,東  京,0.393824155,94255.4,12,9956,9.467195661,4.9,91605712.59,東  京,2567,874,7,13,5,0.257834472,0.00050221,0.08778626,0.08778626,14,15.8,12064,7.812947613,0.158,0.21278183,0.000414456,7593.31172
659,神奈川,神奈川,0.383184155,43980.955,12,6812,6.456393864,4.425,29721992.85,神奈川,1649,362,4,13,3.7,0.242072813,0.000543159,0.053141515,0.053141515,15,13.8,8490,5.180324499,0.138,0.194228504,0.000435807,3500.823657
660,山梨,山  梨,0.385524967,5421.125,12,698,7.766654728,3.35,3053667.012,山  梨,205,46,5,13,0.5,0.293696275,0.000716332,0.065902579,0.065902579,16,19.5,888,6.104870495,0.195,0.230855856,0.000563063,3438.814203
661,富山,富  山,0.381308843,6449.25,12,904,7.134126106,3.325,4619879.346,富  山,300,53,5,13,0.5,0.331858407,0.000553097,0.058628319,0.058628319,17,20.8,1121,5.753122212,0.208,0.267618198,0.00044603,4121.212619
662,石川,石  川,0.38206903,7168.15,12,932,7.691148069,3.675,4718374.49,石  川,276,46,4,13,0.7,0.296137339,0.000751073,0.049356223,0.049356223,18,18.6,1181,6.069559695,0.186,0.233700254,0.000592718,3995.236655
663,福井,福  井,0.386966586,4328.37,12,651,6.648801843,2.975,3267562.88,福  井,197,33,4,13,0.4,0.302611367,0.000614439,0.050691244,0.050691244,19,20.4,829,5.22119421,0.204,0.237635706,0.000482509,3941.571628
664,岐阜,岐  阜,0.384036586,10441.545,12,1658,6.29767491,2.975,7244378.378,岐  阜,460,73,4,13,0.7,0.277442702,0.000422195,0.044028951,0.044028951,20,18.2,2108,4.953294592,0.182,0.218216319,0.000332068,3436.612134
665,静岡,静  岡,0.384902792,21011.22,12,2985,7.038934673,3.6,16195795.22,静  岡,781,176,5,13,1.4,0.261641541,0.000469012,0.058961474,0.058961474,21,17.7,3767,5.577706398,0.177,0.207326785,0.000371649,4299.388166
666,愛知,愛  知,0.391676065,39538.16,12,5519,7.164007972,4.125,32135747.52,愛  知,1418,262,4,13,2.6,0.256930603,0.0004711,0.047472368,0.047472368,22,14.5,7043,5.613823655,0.145,0.201334659,0.000369161,4562.792492
667,三重,三  重,0.379699135,8769.78,12,1466,5.982114598,3.575,6710834.711,三  重,395,89,5,13,0.9,0.269440655,0.000613915,0.060709413,0.060709413,23,18.9,1857,4.722552504,0.189,0.21270867,0.000484653,3613.804368
668,滋賀,滋  賀,0.374822728,6233.165,12,1036,6.016568533,4.3,5614966.531,滋  賀,216,49,4,13,0.6,0.208494208,0.000579151,0.047297297,0.047297297,24,16.1,1343,4.64122487,0.161,0.160833954,0.000446761,4180.913277
669,京都,京  都,0.389774189,14512.08,12,2107,6.887555766,5.375,9844114.136,京  都,566,93,4,13,1.2,0.268628382,0.00056953,0.044138586,0.044138586,25,17.4,2644,5.488683812,0.174,0.214069592,0.000453858,3723.189915
670,大阪,大  阪,0.39312099,54825.99,12,7038,7.789995737,6.7,38681518.71,大  阪,2120,519,6,13,4,0.301221938,0.000568343,0.07374254,0.07374254,26,14.9,8805,6.226688245,0.149,0.240772288,0.000454287,4393.131029
671,兵庫,兵  庫,0.385746535,28165.255,12,4389,6.417237412,5.875,19492553.48,兵  庫,1270,273,5,13,2.3,0.289359763,0.000524037,0.062200957,0.062200957,27,16.9,5551,5.073906503,0.169,0.228787606,0.00041434,3511.539088
672,奈良,奈  良,0.378616172,6250.025,12,1135,5.506629956,4.75,3795066.066,奈  良,304,56,4,13,0.5,0.26784141,0.000440529,0.049339207,0.049339207,28,16.6,1443,4.331271656,0.166,0.210672211,0.0003465,2629.983414
673,和歌山,和歌山,0.385880059,5925.115,12,849,6.97893404,4.075,3540548.067,和歌山,317,67,6,13,0.5,0.373380448,0.000588928,0.078916372,0.078916372,29,21.2,1070,5.537490654,0.212,0.296261682,0.00046729,3308.923427
674,鳥取,鳥  取,0.377019711,3540.455,12,482,7.345342324,3.475,1956917,鳥  取,136,40,7,13,0.5,0.282157676,0.001037344,0.082987552,0.082987552,30,22,613,5.775619902,0.22,0.221859706,0.000815661,3192.360522
675,島根,島  根,0.373579215,4881.56,12,606,8.055379538,3.275,2444577.381,島  根,226,48,6,13,1.1,0.372937294,0.001815182,0.079207921,0.079207921,31,24.8,762,6.406246719,0.248,0.296587927,0.00144357,3208.106799
676,岡山,岡  山,0.377090256,9563.64,12,1541,6.206125892,4.1,7201635.735,岡  山,411,89,5,13,1.1,0.266709929,0.000713822,0.057754705,0.057754705,32,20.2,1951,4.901916966,0.202,0.210661199,0.000563813,3691.25358
677,広島,広  島,0.384588491,17698.39,12,2280,7.762451754,4.1,10467480.16,広  島,623,129,5,13,3,0.273245614,0.001315789,0.056578947,0.056578947,33,18.5,2879,6.147408823,0.185,0.216394581,0.001042028,3635.804154
678,山口,山  口,0.385629395,9283.675,12,1227,7.566157294,3.85,5841659.898,山  口,352,81,5,13,0.7,0.286878566,0.000570497,0.06601467,0.06601467,34,22.2,1528,6.075703534,0.222,0.230366492,0.000458115,3823.075849
679,徳島,徳  島,0.385411142,4028.03,12,658,6.12162614,4.675,2753287.413,徳  島,152,38,5,13,0.6,0.23100304,0.000911854,0.05775076,0.05775076,35,21.9,824,4.888385922,0.219,0.184466019,0.000728155,3341.36822
680,香川,香  川,0.384522283,5304.865,12,816,6.501060049,3.875,3702027.805,香  川,191,43,4,13,0.4,0.234068627,0.000490196,0.052696078,0.052696078,36,20.9,1023,5.185596285,0.209,0.186705767,0.000391007,3618.795508
681,愛媛,愛  媛,0.390369208,8301.675,12,1188,6.987941919,4.275,4997158.907,愛  媛,358,81,6,13,0.7,0.301346801,0.000589226,0.068181818,0.068181818,37,21.4,1493,5.560398526,0.214,0.239785666,0.000468855,3347.058879
682,高知,高  知,0.391143022,5323.43,12,655,8.127374046,4.925,2493359.105,高  知,209,51,6,13,0.5,0.319083969,0.000763359,0.077862595,0.077862595,38,23.6,814,6.539840295,0.236,0.256756757,0.000614251,3063.094724
683,福岡,福  岡,0.386265926,30857.765,12,3935,7.841871665,6.25,17359105.37,福  岡,1230,272,5,13,2.7,0.312579416,0.00068615,0.069123253,0.069123253,39,17.4,5016,6.151867026,0.174,0.245215311,0.000538278,3460.746685
684,佐賀,佐  賀,0.38019155,5093.25,12,675,7.545555556,4.3,2772035.897,佐  賀,215,59,7,13,0.4,0.318518519,0.000592593,0.087407407,0.087407407,40,20.4,877,5.807582668,0.204,0.245153934,0.0004561,3160.816302
685,長崎,長  崎,0.387860902,9175.09,12,1178,7.788701188,4.825,4334533.066,長  崎,341,78,5,13,1.3,0.289473684,0.001103565,0.066213922,0.066213922,41,20.8,1517,6.04818062,0.208,0.224785761,0.000856955,2857.30591
686,熊本,熊  本,0.393266094,11712.575,12,1452,8.066511708,4.7,5310875.371,熊  本,409,92,5,13,1.2,0.281680441,0.000826446,0.063360882,0.063360882,42,21.3,1859,6.300470683,0.213,0.220010758,0.000645508,2856.845278
687,大分,大  分,0.385595797,7975.65,12,969,8.230804954,4.175,4331641.158,大  分,265,72,6,13,0.6,0.273477812,0.000619195,0.074303406,0.074303406,43,21.8,1221,6.532063882,0.218,0.217035217,0.0004914,3547.617656
688,宮崎,宮  崎,0.384538001,8887.36,12,909,9.777073707,3.7,3453295.96,宮  崎,335,80,7,13,0.6,0.368536854,0.000660066,0.088008801,0.088008801,44,20.7,1170,7.596034188,0.207,0.286324786,0.000512821,2951.535009
689,鹿児島,鹿児島,0.391771695,12744.235,12,1390,9.168514388,3.625,5506420.892,鹿児島,476,124,7,13,1,0.342446043,0.000719424,0.089208633,0.089208633,45,22.6,1786,7.135629899,0.226,0.266517357,0.00055991,3083.102403
